,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence,original_text
720,fitting,elbow_45,0.75,,,carbon_steel,A105,B,3000,,,,,threaded,,,0.9,"ELL,3/4,3000,45,A105B,THD"
721,fitting,45_degree_elbow,6.0,,,carbon_steel,A234,WPB,,40,,,,,,,0.9,"ELL,6 IN S/40,45, A234-WPB"
722,fitting,long_radius_90_elbow,6.0,,,carbon_steel,A234,WPB,,80,,,,,,,0.9,"ELL,6 IN S/80,LR 90, A234-WPB"
723,fitting,90_degree_elbow,0.75,,,,,,300,,,,galvanized,threaded,,,0.8,"ELL,GALV,3/4,300,THD,90DEG"
724,flange,threaded,1.5,,,carbon_steel,A105,,600,,,,raised_face,threaded,,,0.9,"FLANGE, PIPE, 1-1/2"", 600 LB, RF, THREADED, CS ASTM A105"
725,flange,blind,1.0,,,stainless_steel,,304,150,,,,raised_face,,,,0.9,"FLANGE, PIPE, BLIND, RF FACE, 1"", 150 LB, 304 SS"
726,flange,blind,1.0,,,carbon_steel,A105,N,300,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 1"", 300 LB, CARBON STEEL, ASTM A105N"
727,flange,blind,10.0,,,carbon_steel,A105,,150,,,forged,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 10"", 150 LB, FORGED CARBON STEEL, ASTM SA105"
728,flange,blind,1.5,,,carbon_steel,SA105,,150,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 1-1/2"", 150 LB, CARBON STEEL, SA105"
729,flange,blind,1.5,,,carbon_steel,A105,,300,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 1-1/2"", 300 LB, CARBON STEEL, A105"
730,flange,blind,2.0,,,carbon_steel,A105,,150,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 2"", 150 LB, CARBON STEEL, ASTM A105"
731,flange,blind,2.0,,,carbon_steel,A105,,300,,,forged,raised_face,,,,0.9,"FLANGE, PIPE, BLIND, RF FACE, 2"", 300 LB, FORGED CARBON STEEL, A105"
732,flange,blind,2.0,,,carbon_steel,SA105,,600,,,forged,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 2"", 600 LB, FORGED CARBON STEEL, SA105"
733,flange,blind,3.0,,,carbon_steel,A105,,300,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 3"", 300 LB, CARBON STEEL, ASTM A105"
734,flange,blind,3.0,,,carbon_steel,A105,,600,,,forged,raised_face,,,,0.9,"FLANGE, PIPE, BLIND, RF FACE, 3"", 600 LB, FORGED CARBON STEEL, A105"
735,flange,blind,3.0,,,carbon_steel,A105,,900,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 3"", 900 LB, CARBON STEEL, ASTM A105"
736,flange,blind,0.75,,,carbon_steel,SA105,,300,,,forged,rf,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 3/4"", 300 LB, FORGED CARBON STEEL, SA105"
737,flange,blind,4.0,,,carbon_steel,A105,N,300,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 4"", 300 LB, CARBON STEEL, ASTM A105N"
738,flange,blind,6.0,,,carbon_steel,A105,,150,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 6"", 150 LB, CARBON STEEL, ASTM A105"
739,flange,blind,6.0,,,carbon_steel,A105,,900,,,,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 6"", 900 LB, CARBON STEEL, ASTM A105"
740,flange,blind,8.0,,,carbon_steel,A105,,150,,,forged,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 8"", 150 LB, FORGED CARBON STEEL, A105"
741,flange,blind,8.0,,,carbon_steel,SA105,,300,,,forged,raised_face,,,,1.0,"FLANGE, PIPE, BLIND, RF FACE, 8"", 300 LB, FORGED CARBON STEEL, SA105"
742,flange,weld_neck,6.0,,,carbon_steel,A105,N,150,40,,,raised_face,,,,1.0,"FLANGE, PIPE, RFWN, 6"", 150 LB, SCH 40/STD, CARBON STEEL, A105N"
743,flange,slip_on,16.0,,,carbon_steel,A105,,150,,,,raised_face,,,,1.0,"FLANGE, PIPE, SLIP-ON, RF FACE, 16"", 150 LB, CARBON STEEL, ASTM A105"
744,flange,socket_weld,1.0,,,carbon_steel,,,600,80,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1"" 600 LB, SCH 80/XH CARBON STEEL"
745,flange,socket_weld,1.0,,,carbon_steel,SA105,,150,160,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1"", 150 LB, SCH 160, CARBON STEEL, SA105"
746,flange,socket_weld,1.0,,,carbon_steel,A105,N,150,80,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1"", 150 LB, SCH 80/XH, CRB STL, A105N"
747,flange,socket_weld,1.0,,,carbon_steel,SA105,N,150,80,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1"", 150 LB, SCH 80/XH, CRB STL, SA105N"
748,flange,socket_weld,1.0,,,carbon_steel,SA105,,300,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1"", 300 LB, SCH XH, CARBON STEEL, SA105"
749,flange,socket_weld,1.0,,,carbon_steel,A105,,600,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1"", 600 LB, SCH XH, CARBON STEEL, ASTM A105"
750,flange,socket_weld,0.5,,,carbon_steel,A105,,300,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1/2"", 300 LB, SCH XH, CARBON STEEL, A105"
751,flange,socket_weld,1.5,,,carbon_steel,,,300,80,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1-1/2"" 300 LB, SCH 80/XH CARBON STEEL"
752,flange,socket_weld,1.5,,,carbon_steel,SA105,,300,160,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1-1/2"", 300 LB, SCH 160, CARBON STEEL, SA105"
753,flange,socket_weld,1.5,,,carbon_steel,A105,N,300,XS,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1-1/2"", 300 LB, SCH XS, CS, ASTM, A105N"
754,flange,socket_weld,1.5,,,carbon_steel,A105,,600,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 1-1/2"", 600 LB, SCH XH, CARBON STEEL, A105"
755,flange,socket_weld,2.0,,,stainless_steel,,316L,150,standard,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 2"", 150 LB, SCH STD, 316L SS"
756,flange,socket_weld,2.0,,,carbon_steel,A105,N,150,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 2"", 150 LB, SCH XH, CARBON STEEL, ASTM A105N"
757,flange,socket_weld,0.75,,,carbon_steel,A105,,300,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 3/4"", 300 LB, SCH XH, CARBON STEEL, A105"
758,flange,socket_weld,0.75,,,carbon_steel,A105,,600,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLANGE, PIPE, SOCKET WELD, RF FACE, 3/4"", 600 LB, SCH XH, CARBON STEEL, A105"
759,flange,threaded,1.5,,,carbon_steel,A105,,150,,,,raised_face,threaded,,,0.9,"FLANGE, PIPE, THREADED, RF FACE, 1-1/2"", 150 LB, CARBON STEEL, ASTM A105"
760,flange,threaded,2.0,,,carbon_steel,A105,,150,,,,raised_face,threaded,,,0.9,"FLANGE, PIPE, THREADED, RF FACE, 2"", 150 LB, CARBON STEEL, ASTM A105"
761,flange,threaded,2.0,,,carbon_steel,A105,,300,,,,raised_face,threaded,,,0.9,"FLANGE, PIPE, THREADED, RF FACE, 2"", 300 LB, CARBON STEEL, ASTM A105"
762,flange,threaded,2.0,,,carbon_steel,A105,,600,,,,raised_face,threaded,,,0.9,"FLANGE, PIPE, THREADED, RF FACE, 2"", 600 LB, CARBON STEEL, ASTM A105"
763,flange,threaded,3.0,,,carbon_steel,A105,,300,,,,raised_face,threaded,,,0.9,"FLANGE, PIPE, THREADED, RF FACE, 3"", 300 LB, CARBON STEEL, ASTM A105"
764,flange,threaded,4.0,,,carbon_steel,A105,,150,,,,raised_face,threaded,,,0.9,"FLANGE, PIPE, THREADED, RF FACE, 4"", 150 LB, CARBON STEEL, ASTM A105"
765,flange,weld_neck,1.0,,,stainless_steel,A182,304,150,80,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 1"", 150 LB, SCH 80, A182, 304 SS"
766,flange,weld_neck,10.0,,,stainless_steel,,316,150,40,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 10"", 150 LB, SCH 40/STD, 316SS"
767,flange,weld_neck,10.0,,,carbon_steel,,,150,40,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 10"", 150 LB, SCH 40/STD, CARBON STEEL"
768,flange,weld_neck,10.0,,,carbon_steel,SA105,,150,standard,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 10"", 150 LB, SCH STD, CARBON STEEL, SA105"
769,flange,weld_neck,10.0,,,carbon_steel,A105,,300,extra_heavy,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 10"", 300 LB, SCH XH, CARBON STEEL, A105"
770,flange,weld_neck,1.5,,,stainless_steel,,316L,150,,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 1-1/2"", 150 LB, 316L SS"
771,flange,weld_neck,1.5,,,carbon_steel,A105,,150,80,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 1-1/2"", 150 LB, SCH 80, CS, ASTM A105"
772,flange,weld_neck,1.5,,,carbon_steel,SA105,,150,extra_heavy,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 1-1/2"", 150 LB, SCH XH, CARBON STEEL, SA105"
773,flange,weld_neck,12.0,,,carbon_steel,A105,N,150,40,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 12"", 150 LB, SCH 40/STD, CARBON STEEL, A105N"
774,flange,weld_neck,2.0,,,carbon_steel,SA105,,150,XH,,forged,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 2"", 150 LB, SCH XH, FORGED CARBON STEEL, SA105"
775,flange,weld_neck,2.0,,,carbon_steel,A105,,300,80,,,raised_face,weld_neck,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 2"", 300 LB, SCH 80/XS, CARBON STEEL, ASTM A105"
776,flange,weld_neck,20.0,,,carbon_steel,A105,N,300,40,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 20"", 300 LB, SCH 40, CARBON STEEL, ASTM A105N"
777,flange,weld_neck,20.0,,,carbon_steel,A105,N,600,standard,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 20"", 600 LB, SCH STD, CARBON STEEL, ASTM A105N"
778,flange,weld_neck,24.0,,,carbon_steel,A105,,150,standard,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 24"", 150 LB, SCH STD, CARBON STEEL, ASTM A105"
779,flange,weld_neck,3.0,,,carbon_steel,,,300,40,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 3"", 300 LB, SCH 40/STD, CARBON STEEL"
780,flange,weld_neck,4.0,,,carbon_steel,A105,N,300,standard,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 4"", 300 LB, SCH STD, CS, ASTM A105N"
781,flange,weld_neck,4.0,,,carbon_steel,A105,,300,standard,,forged,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 4"", 300 LB, SCH STD, FORGED CARBON STEEL, A105"
782,flange,weld_neck,6.0,,,carbon_steel,A105,,150,standard,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 6"", 150 LB, SCH STD, CARBON STEEL, ASTM A105"
783,flange,weld_neck,8.0,,,carbon_steel,A105,N,150,40,,,raised_face,,,,1.0,"FLANGE, PIPE, WELD NECK, RF FACE, 8"", 150 LB, SCH 40/STD, CARBON STEEL, A105N"
784,flange,weld_neck,8.0,,,carbon_steel,SA105,,150,standard,,,raised_face,,,,0.9,"FLANGE, PIPE, WELD NECK, RF FACE, 8"", 150 LB, SCH STD, CARBON STEEL, SA105"
785,flange,slip_on,4.0,,,carbon_steel,A105,B,150,,,,raised_face,,,,1.0,"FLANGE:4IN,150LB,RFSO,A105B"
786,flange,blind,2.0,,,carbon_steel,A105,,300,,,,,,,,0.9,"FLANGE:BLIND,2IN,300LB,A105"
787,flange,blind,3.0,,,carbon_steel,A105,B,150,,,,,,,,1.0,"FLANGE:BLIND,3IN,150LB,A105B"
788,flange,blind,4.0,,,carbon_steel,A105,B,150,,,,,,,,1.0,"FLANGE:BLIND,4IN,150LB,A105B"
789,flange,raised_face,1.0,,,carbon_steel,A105,B,300,XH,,,,socket_weld,,,0.9,"FLANGE:RF SW,1IN,300LB,XH,A105B"
790,flange,weld_neck,2.0,,,carbon_steel,A105,B,150,XH,,,raised_face,,,,0.9,"FLANGE:RF WN,2IN,150LB,XH,A-105B"
791,flange,weld_neck,2.0,,,carbon_steel,A105,B,300,XH,,,raised_face,,,,0.9,"FLANGE:RF WN,2IN,300LB,XH,A105B"
792,flange,weld_neck,3.0,,,carbon_steel,A105,B,150,standard,,,raised_face,,,,1.0,"FLANGE:RF WN,3IN,150LB,STD,A105B"
793,flange,weld_neck,3.0,,,carbon_steel,A105,B,300,XH,,,raised_face,,,,0.9,"FLANGE:RF WN,3IN,300LB,XH,A105B"
794,flange,weld_neck,4.0,,,carbon_steel,A105,B,150,standard,,,raised_face,,,,1.0,"FLANGE:RF WN,4IN,150LB,STD,A105B"
795,flange,weld_neck,8.0,,,carbon_steel,A105,B,150,standard,,,raised_face,,,,1.0,"FLANGE:RF WN,8IN,150LB,STD,A105B"
796,flange,blind,1.0,,,carbon_steel,A105,,300,,,,,,,,1.0,"FLG,1,300,BLIND,A105"
797,flange,socket_weld,0.5,,,carbon_steel,A105,B,300,XH,,,raised_face,socket_weld,,,0.9,"FLG,1/2 IN 300# XH,RFSW,A-105B"
798,flange,socket_weld,1.5,,,carbon_steel,A105,B,300,extra_heavy,,,raised_face,socket_weld,,,0.9,"FLG,1-1/2,300,XH,RFSW,A105B"
799,flange,blind,2.0,,,carbon_steel,A105,B,150,,,,,,,,0.9,"FLG,2 IN 150# ,BLIND, A-105B"
800,flange,weld_neck,3.0,,,carbon_steel,A105,B,150,extra_heavy,,,raised_face,,,,0.9,"FLG,3,150,XH,RFWN,A105B"
801,flange,weld_neck,4.0,,,carbon_steel,A105,B,150,extra_heavy,,,raised_face,,,,0.9,"FLG,4,150,XH,RFWN,A105B"
802,flange,weld_neck,4.0,,,carbon_steel,A105,B,300,standard,,,raised_face,,,,0.9,"FLG,4,300,STD,RFWN,A105B"
803,flange,weld_neck,4.0,,,carbon_steel,A105,B,300,XH,,,raised_face,weld_neck,,,0.9,"FLG,4,300,XH,RFWN,A105B"
804,flange,slip_on,6.0,,,carbon_steel,A105,B,150,,,,raised_face,,,,1.0,"FLG,6 IN 150#,RFSO, A-105B"
805,flange,weld_neck,6.0,,,carbon_steel,A105,B,150,standard,,,raised_face,,,,0.9,"FLG,6,150,STD,RFWN,A105B"
806,flange,slip_on,8.0,,,carbon_steel,A105,B,150,,,,raised_face,,,,0.9,"FLG,8 IN 150#,RFSO, A-105B"
807,flange,blind,0.75,,,carbon_steel,A105,,300,,,,,,,,0.9,"FLG,BLIND,3/4,300,A105"
808,flange,blind,4.0,,,carbon_steel,A105,,300,,,,,,,,0.9,"FLG,BLIND,4,300,A105"
809,gasket,spiral_wound,1.0,,,stainless_steel,,304,300,,,,,,304/304/FG/304,CGI,0.9,"GASKET, 1 300# CGI 304/304/FG/304 GSKT"
810,gasket,spiral_wound,1.375,,,stainless_steel,,316,600,,,,,,316,inner_ring,0.9,"GASKET, 1 3-600 WRI 316 FG 316 IR GSKT"
811,gasket,spiral_wound,0.5,,,stainless_steel,,316,150,,,,,,316,IR,0.9,"GASKET, 1/2 150 WRI 316 FG 316 IR GSKT"
812,gasket,spiral_wound,0.5,,,stainless_steel,,316,300,,,,,,,IR GRAPH,0.9,"GASKET, 1/2 300# 316 IR GRAPH SPRL GSKT"
813,gasket,spiral_wound,0.5,,,stainless_steel,,316,600,,,,,,,316 inner ring,0.9,"GASKET, 1/2 3-600 WRI 316 FG 316 IR GSKT"
814,gasket,spiral_wound,0.5,,,stainless_steel,,316,600,,,,,,,IR GRAPH,0.9,"GASKET, 1/2 600# 316 IR GRAPH SPRL GSKT"
815,gasket,spiral_wound,10.0,,,stainless_steel,,316,150,,,,,,,IR GRAPH,0.9,"GASKET, 10 150# 316 IR GRAPH SPRL GSKT"
816,gasket,spiral_wound,10.0,,,stainless_steel,,316,150,,,,,,graphite,,0.9,"GASKET, 10 150# 316 SPRL GSKT W/ GRAPH"
817,gasket,spiral_wound,10.0,,,stainless_steel,,316,300,,,,,,316,FG IR,0.9,"GASKET, 10 300 WRI 316 FG 316 IR GSKT"
818,gasket,spiral_wound,10.0,,,stainless_steel,,316,300,,,,,,graphite,inner_ring,0.9,"GASKET, 10 300# 316 IR GRAPH SPRL GSKT"
819,gasket,spiral_wound,10.0,,,stainless_steel,,316,600,,,,,,316,IR GSKT,0.9,"GASKET, 10 600 WRI 316 FG 316 IR GSKT"
820,gasket,spiral_wound,1.5,,,stainless_steel,,316,150,,,,,,316,IR,0.9,"GASKET, 1-1/2 150 WRI 316 FG 316 IR GSKT"
821,gasket,spiral_wound,1.5,,,stainless_steel,,316,300,,,,,,flexible_graphite,CGI with carbon steel outer ring,0.9,"GASKET, 1-1/2 300# CGI 316/316/FG/CRS GSKT"
822,gasket,spiral_wound,1.5,,,stainless_steel,,316,600,,,,,,,316 inner ring,0.9,"GASKET, 1-1/2 3-600 WRI 316 FG 316 IR GSKT"
823,gasket,spiral_wound,1.5,,,stainless_steel,,316,600,,,,,,316/316/FG/316,CGI,0.9,"GASKET, 1-1/2 600# CGI 316/316/FG/316 GSKT"
824,gasket,spiral_wound,12.0,,,stainless_steel,,304,300,,,,,,,flexible,0.9,"GASKET, 12 300# 304 SPRL FLEX GSKT"
825,gasket,spiral_wound,12.0,,,stainless_steel,,316,600,,,,,,316,FG IR,0.9,"GASKET, 12 600 WRI 316 FG 316 IR GSKT"
826,gasket,spiral_wound,14.0,,,stainless_steel,,316,300,,,,,,316,inner_ring,0.9,"GASKET, 14 300 WRI 316 FG 316 IR GSKT"
827,gasket,spiral_wound,16.0,,,stainless_steel,,316,150,,,,,,316,FG IR,0.9,"GASKET, 16 150 WRI 316 FG 316 IR GSKT"
828,gasket,spiral_wound,16.0,,,stainless_steel,,304,300,,,,,,,flexible,0.9,"GASKET, 16 300# 304 SPRL FLEX GSKT"
829,gasket,spiral_wound,18.0,,,stainless_steel,,316,150,,,,,,316,FG IR,0.9,"GASKET, 18 150 WRI 316 FG 316 IR GSKT"
830,gasket,spiral_wound,18.0,,,stainless_steel,,316,300,,,,,,316,IR GSKT,0.9,"GASKET, 18 300 WRI 316 FG 316 IR GSKT"
831,gasket,spiral_wound,18.0,,,stainless_steel,,316,600,,,,,,,FG 316 IR,0.9,"GASKET, 18 600 WRI 316 FG 316 IR GSKT"
832,gasket,spiral_wound,2.0,,,stainless_steel,,316,150,,,,,,graphite,inner_ring,0.9,"GASKET, 2 150# 316 IR GRAPH SPRL GSKT"
833,gasket,spiral_wound,2.0,,,stainless_steel,,316,150,,,,,,flexible_graphite,316/316/FG/316 construction,0.9,"GASKET, 2 150# CGI 316/316/FG/316 GSKT"
834,gasket,spiral_wound,2.0,,,stainless_steel,,304,150,,,,,,,FG 304 IR,0.9,"GASKET, 2 150# WRI 304 FG 304 IR GSKT"
835,gasket,spiral_wound,2.0,,,stainless_steel,,316,300,,,,,,graphite,inner_ring,0.9,"GASKET, 2 300# 316 IR GRAPH SPRL GSKT"
836,gasket,spiral_wound,2.375,,,stainless_steel,,316,600,,,,,,,FG 316 IR,0.9,"GASKET, 2 3-600 WRI 316 FG 316 IR GSKT"
837,gasket,spiral_wound,2.0,,,stainless_steel,,316,600,,,,,,flexible_graphite,crs_outer_ring,0.9,"GASKET, 2 600# CGI 316/316/FG/CRS GSKT"
838,gasket,spiral_wound,20.0,,,stainless_steel,,316,150,,,,,,316,IR GSKT,0.9,"GASKET, 20 150 WRI 316 FG 316 IR GSKT"
839,gasket,spiral_wound,20.0,,,stainless_steel,,316,300,,,,,,316,inner_ring,0.9,"GASKET, 20 300 WRI 316 FG 316 IR GSKT"
840,gasket,spiral_wound,2.5,,,stainless_steel,,316,150,,,,,,"{'filler': '316', 'inner_ring': '316'}",,0.9,"GASKET, 2-1/2 150 WRI 316 FG 316 IR GSKT"
841,gasket,spiral_wound,2.5,,,stainless_steel,,316,600,,,,,,,316 inner ring,0.9,"GASKET, 2-1/2 3-600 WRI 316 FG 316 IR GSKT"
842,gasket,spiral_wound,24.0,,,stainless_steel,,316,300,,,,,,316,inner_ring,0.9,"GASKET, 24 300 WRI 316 FG 316 IR GSKT"
843,gasket,spiral_wound,24.0,,,stainless_steel,,316,300,,,,,,,IR GRAPH,0.9,"GASKET, 24 300# 316 IR GRAPH SPRL GSKT"
844,gasket,spiral_wound,3.0,,,stainless_steel,,316,150,,,,,,316,FG IR,0.9,"GASKET, 3 150 WRI 316 FG 316 IR GSKT"
845,gasket,spiral_wound,3.0,,,stainless_steel,,304,150,,,,,,304,FG IR,0.9,"GASKET, 3 150# WRI 304 FG 304 IR GSKT"
846,gasket,spiral_wound,3.0,,,stainless_steel,,304,600,,,,,,,FG 304 IR,0.9,"GASKET, 3 3/600 WRI 304 FG 304 IR GSKT"
847,gasket,spiral_wound,3.0,,,stainless_steel,,316,300,,,,,,,IR GRAPH,0.9,"GASKET, 3 300# 316 IR GRAPH SPRL GSKT"
848,gasket,spiral_wound,3.0,,,stainless_steel,,316,600,,,,,,316,FG IR,0.9,"GASKET, 3 3-600 WRI 316 FG 316 IR GSKT"
849,gasket,spiral_wound,3.0,,,stainless_steel,,316L,600,,,,,,graphite,carbon_steel_inner_ring,0.9,"GASKET, 3 600# 316L SPRL GSKT GRAPH CS IR"
850,gasket,spiral_wound,3.0,,,stainless_steel,,316,600,,,,,,flexible_graphite,crs,0.9,"GASKET, 3 600# CGI 316/316/FG/CRS GSKT"
851,gasket,spiral_wound,4.0,,,stainless_steel,,316,150,,,,,,316,inner_ring,0.9,"GASKET, 4 150 WRI 316 FG 316 IR GSKT"
852,gasket,spiral_wound,4.0,,,stainless_steel,,316,300,,,,,,graphite,inner_ring,0.9,"GASKET, 4 300# 316 IR GRAPH SPRL GSKT"
853,gasket,spiral_wound,4.0,,,stainless_steel,,304,300,,,,,,304,FG IR,0.9,"GASKET, 4 300# WRI 304 FG 304 IR GSKT"
854,gasket,spiral_wound,4.0,,,stainless_steel,,304,600,,,,,,,GF 304 IR,0.9,"GASKET, 4 600# WRI 304 GF 304 IR GSKT"
855,gasket,spiral_wound,5.0,,,stainless_steel,,316,150,,,,,,316,inner_ring,0.9,"GASKET, 5 150 WRI 316 FG 316 IR GSKT *Z"
856,gasket,spiral_wound,5.0,,,stainless_steel,,316,300,,,,,,,FG 316 IR,0.9,"GASKET, 5 300# WRI 316 FG 316 IR GSKT"
857,gasket,spiral_wound,6.0,,,stainless_steel,,316,150,,,,,,316,IR GSKT,0.9,"GASKET, 6 150 WRI 316 FG 316 IR GSKT"
858,gasket,spiral_wound,6.0,,,stainless_steel,,316,150,,,,,,graphite,inner_ring,0.9,"GASKET, 6 150# 316 IR GRAPH SPRL GSKT"
859,gasket,spiral_wound,6.0,,,stainless_steel,,316,300,,,,,,316,FG IR,0.9,"GASKET, 6 300 WRI 316 FG 316 IR GSKT"
860,gasket,spiral_wound,6.0,,,stainless_steel,,304,300,,,,,,304,FG IR,0.9,"GASKET, 6 300# WRI 304 FG 304 IR GSKT"
861,gasket,spiral_wound,6.0,,,stainless_steel,,316,600,,,,,,316,inner_ring,0.9,"GASKET, 6 600 WRI 316 FG 316 IR GSKT"
862,gasket,spiral_wound,8.0,,,stainless_steel,,316,150,,,,,,316,FG IR GSKT,0.9,"GASKET, 8 150 WRI 316 FG 316 IR GSKT"
863,gasket,spiral_wound,8.0,,,stainless_steel,,316,300,,,,,,316,inner_ring,0.9,"GASKET, 8 300 WRI 316 FG 316 IR GSKT"
864,gasket,spiral_wound,8.0,,,stainless_steel,,304,300,,,,fg,,,,0.9,"GASKET, 8 300# 304 FG SPRL WND GSKT"
865,gasket,spiral_wound,8.0,,,stainless_steel,,316,600,,,,,,316,inner_ring,0.9,"GASKET, 8 600 WRI 316 FG 316 IR GSKT"
866,gasket,spiral_wound,10.0,,,stainless_steel,,316,300,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 10"" PIPE, 300 LB, 316SS WINDING, GRAFOIL, W/ INNER RING"
867,gasket,spiral_wound,18.0,,,stainless_steel,,316,300,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 18"" PIPE, 300 LB, 316 SS WINDING, GRAFOIL, W/ INNER RING"
868,gasket,spiral_wound,2.0,,,stainless_steel,,316,300/600,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 2"" PIPE, 300/600 LB, 316 SS WINDING, GRAFOIL,W/ INNER RING"
869,gasket,spiral_wound,2.0,,,stainless_steel,,316,150,,,,,,graphite,with inner ring,0.9,"GASKET, SPIRAL WOUND, 2"", 150 LB, 316 SS, GRAPHITE FILLER, INNER RING"
870,gasket,spiral_wound,20.0,,,stainless_steel,,316,150,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 20"" PIPE, 150 LB, 316 SS WINDING, GRAFOIL, W/ INNER RING"
871,gasket,spiral_wound,20.0,,,stainless_steel,,316,300,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 20"" PIPE, 300 LB, 316 SS WINDING, GRAFOIL, W/ INNER RING"
872,gasket,spiral_wound,24.0,,,stainless_steel,,316,150,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 24"" PIPE, 150 LB, 316 SS WINDING, GRAFOIL, W/ INNER RING"
873,gasket,spiral_wound,3.0,,,stainless_steel,,316,150,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 3"" PIPE, 150 LB, 316 SS WINDING, GRAFOIL, W/ INNER RING"
874,gasket,spiral_wound,0.75,,,stainless_steel,,316,150,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 3/4"" PIPE, 150 LB, 316 SS WINDING, GRAFOIL, W/ INNER RING"
875,gasket,spiral_wound,0.75,,,stainless_steel,,316,1500,,,,,,grafoil,with inner ring,0.9,"GASKET, SPIRAL WOUND, 3/4"" PIPE, 1500 LB, 316 SS WINDING, GRAFOIL, W/ INNER RING"
