Unnamed: 0,Description,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence
27318,20 Black Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,20,,,carbon steel,,,,,,,black,,,medium,0.8
27319,3 Black Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,3,,,carbon steel,,,,,,,black,,,medium,0.8
27320,3 Galvanized Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,3,,,carbon steel,,,,medium,,galvanized,,,,,0.85
27321,3/4 Black Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,3/4,,,CARBON STEEL,,,,,,,BLACK,,,MEDIUM,0.85
27322,3/4 Galvanized Carbon Steel Medium Pipe Clamp,fitting,pipe_clamp,3/4,,,carbon steel,,,,medium,,,galvanized,,,,0.85
27323,4 Black Carbon Steel Heavy Pipe Clamp,fastener,pipe_clamp,4,,,carbon steel,,,,heavy,,,black,,,,0.85
27324,4 Black Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,4,,,carbon steel,,,,,,,black,,,medium,0.85
27325,4 Galvanized Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,4,,,carbon steel,,,,medium,,galvanized,,,,,0.85
27326,6 Black Carbon Steel Double Bolt Pipe Clamp,fastener,pipe_clamp,6,,,carbon steel,,,,,,,black,,,double bolt,0.85
27327,6 Black Carbon Steel Heavy Pipe Clamp,fastener,pipe_clamp,6,,,CARBON STEEL,,,,HEAVY,,,BLACK,,,,0.85
27328,6 Galvanized Carbon Steel Heavy Pipe Clamp,fastener,pipe_clamp,6,,,carbon steel,,,,heavy,,galvanized,,,,,0.85
27329,6 Galvanized Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,6,,,carbon steel,,,,medium,,,galvanized,,,,0.8
27330,8 Black Carbon Steel Double Bolt Pipe Clamp,fastener,pipe_clamp,8,,,CARBON STEEL,,,,,,,BLACK,,,DOUBLE BOLT,0.85
27331,8 Galvanized Carbon Steel Medium Pipe Clamp,fastener,pipe_clamp,8,,,carbon steel,,,,medium,,galvanized,,,,,0.85
27332,1-1/2 Galvanized 2 Hole Pipe Strap,fastener,pipe_strap,1 1/2,,,CARBON STEEL,,,,,,GALVANIZED,,,,2 HOLE,0.85
27333,1/2 Black Plain End A106B Extra Extra Heavy Seamless Double Random Length Pipe,pipe,plain end,1/2,,,carbon steel,A106,B,,XXH,,seamless,plain,plain end,,black drl,0.9
27334,1/2 Black Plain End A106B S160 Seamless SRL Pipe,pipe,plain end pipe,1/2,,,carbon steel,A106,B,,160,,seamless,plain end,,,black srl,0.95
27335,1/2 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,1/2,,,carbon steel,A106,B,,40,,seamless,plain end,,,black,0.9
27336,1/2 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,1/2,,,carbon steel,A106,B,,40,,seamless,plain end,,,black SRL,0.95
27337,1/2 Black Plain End A106B Schedule 80 Seamless SRL Pipe,pipe,plain end pipe,1/2,,,carbon steel,A106,B,,80,,seamless,plain end,,,black,0.95
27338,1/4 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,1/4,,,carbon steel,A106,B,,40,,seamless,plain end,,,black SRL,0.95
27339,1/4 Black Plain End A106B Schedule 80 Seamless SRL Pipe,pipe,plain end pipe,1/4,,,carbon steel,A106,B,,80,,seamless,plain end,,,black SRL,0.95
27340,1/8 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,1/8,,,carbon steel,A106,B,,40,,seamless,plain end,,,black,0.9
27341,1/8 Black Plain End A106B Schedule 80 Seamless SRL Pipe,pipe,plain end pipe,1/8,,,carbon steel,A106,B,,80,,seamless,plain end,,,black srl,0.95
27342,10 Black Plain End A106 Schedule 80 Seamless SRL Pipe,pipe,plain end pipe,10,,,carbon steel,A106,,,80,,seamless,plain end,,,SRL,0.9
27343,10 Black Plain End A106B .594 Seamless SRL Pipe,pipe,plain end pipe,10,,,carbon steel,A106,B,,.594W,,seamless,plain end,,,blacksrl,0.95
27344,10 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,10,,,carbon steel,A106,B,,40,,seamless,plain end,,,black srl,0.95
27345,10 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,10,,,carbon steel,A106,B,,40,,seamless,plain end,,,black srl,0.95
27346,1-1/2 Black Plain End A53B Schedule 80 ERW SRL Pipe,pipe,plain end pipe,1 1/2,,,carbon steel,A53,B,,80,,ERW,plain end,,,black SRL,0.95
27347,1-1/4 Black Plain End A106B Schedule 40 SRL Pipe,pipe,plain end pipe,1 1/4,,,carbon steel,A106,B,,40,,,plain end,PE,,black,0.9
27348,1-1/4 Black Plain End A106B Schedule 80 SRL Pipe,pipe,plain end pipe,1 1/4,,,carbon steel,A106,B,,80,,,plain end,,,black,0.95
27349,12 Black Plain End A106B T80 Seamless Double Random Length Pipe,pipe,plain end pipe,12,,,carbon steel,A106,B,,T80,,seamless,plain end,,,black drl,0.95
27350,12 Galvanized Plain End A106B Standard Seamless Pipe SRL,pipe,plain end pipe,12,,,carbon steel,A106,B,,STD,,SMLS,galvanized,PE,,SRL,0.95
27351,14 Black Plain End A106B T80 Seamless SRL Pipe,pipe,plain end pipe,14,,,carbon steel,A106,B,,80,,seamless,plain end,,,black srl,0.9
27352,14 Galvanized Plain End A106B Standard Seamless SRL Pipe,pipe,plain end pipe,14,,,carbon steel,A106,B,,STD,,SEAMLESS,GALVANIZED,PE,,SRL,0.95
27353,2 Black PE A106B Schedule 160 SMLS SRL Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,160,,seamless,plain end,,,blacksrl,0.95
27354,2 Black Plain End A106B S160 Seamless SRL Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,160,,seamless,plain end,,,black srl,0.95
27355,2 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,40,,seamless,plain end,,,black,0.95
27356,2 Black Plain End A106B Schedule 80 Seamless Double Random Length Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,80,,seamless,plain end,,,black drl,0.95
27357,2 Black Plain End A106C S160 Seamless Pipe,pipe,plain end pipe,2,,,carbon steel,A106,C,,160,,seamless,plain end,,,black,0.95
27358,2 Galvanized Plain End A53B Schedule 40 ERW SRL Pipe,pipe,plain end pipe,2,,,carbon steel,A53,B,,40,,ERW,galvanized,PE,,SRL,0.95
27359,2 HSTL Schedule 10 C276 Weld Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,160,,seamless,galvanized,plain end,,SRL,0.95
27360,2 Plain End A106B Schedule 40 Seamless Double Random Length FBE Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,40,,seamless,galvanized,pe,,srl,0.9
27361,2 Stainless Steel Extra Extra Heavy 316 L A312 Seamless Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,80,,seamless,galvanized,pe,,srl,0.95
27362,2 Stainless Steel S160 304L A312 Seamless Pipe,pipe,plain end pipe,2,,,carbon steel,A106,B,,80,,seamless,galvanized,pe,,srl,0.95
27363,3 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,3,,,carbon steel,A106,B,,40,,seamless,plain end,,,black srl,0.95
27364,4 Black Plain End A106B S120 Pipe LRES,pipe,plain end pipe,4,,,carbon steel,A106,B,,120,,,plain end,,,low residual,0.85
27365,4 Galvanized Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,4,,,carbon steel,A106,B,,40,,seamless,galvanized,pe,,srl,0.95
27366,4 Galvanized Plain End A106B Schedule 80 Seamless SRL Pipe,pipe,plain end pipe,4,,,carbon steel,A106,B,,80,,seamless,galvanized,pe,,srl,0.95
27367,6 Black Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,6,,,carbon steel,A106,B,,40,,seamless,plain end,,,black SRL,0.95
27368,6 Galvanized Plain End A106B Schedule 40 Seamless SRL Pipe,pipe,plain end pipe,6,,,carbon steel,A106,B,,40,,seamless,galvanized,plain end,,SRL,0.95
27369,8 Galvanized Plain End A106B Schedule 40 Seamless Pipe SRL,pipe,plain end pipe,8,,,carbon steel,A106,B,,40,,seamless,galvanized,plain end,,srl,0.95
27370,2 Galvanized Plain End A106B Schedule 80 Seamless SRL Pipe,pipe,plain_end,2,,,carbon steel,A106,B,,80,,seamless,galvanized,pe,,srl,0.95
27371,2 Galvanized Plain End A106B Schedule 80 Seamless SRL Pipe,pipe,plain_end,2,,,carbon steel,A106,B,,80,,seamless,galvanized,pe,,srl,0.95
27372,2 PRIMED A106B S40 SMLS SRL PIPE,pipe,plain_end,2,,,carbon steel,A106,B,,40,,seamless,galvanized,pe,,srl,0.95
27373,3 Black Plain End A53B Schedule 40 ERW Double Random Length Pipe,pipe,plain_end,3,,,carbon steel,A53,B,,40,,ERW,plain_end,PE,,black,0.95
27374,4 Black Plain End A106B Schedule 40 Pipe LRES,pipe,plain_end,4,,,carbon steel,A106,B,,40,,,plain end,,,low residual,0.85
27375,6 Galvanized Plain End A106B Schedule 40 Seamless Pipe SRL,pipe,plain_end,6,,,carbon steel,A106,B,,40,,seamless,galvanized,pe,,srl,0.95
27376,18 Black Plain End A53B Schedule 10 ERW Double Random Length Pipe,pipe,plain_end_pipe,18,,,carbon steel,A53,B,,10,,ERW,plain_end,,,black,0.95
27377,1/2 Female NPT Steel AIR PLUG,fitting,PLUG,1/2,,,CARBON STEEL,,,,,,,,FNPT,,AIR,0.8
27378,1 SA105N/LF2 LWN X 18 LNG LRE,flange,RAISED FACE WELD NECK FLANGE,1,,18,CARBON STEEL,SA105N,LF2,,,,,,LRE,,,0.8
27379,3 Black API LINE Recovery Coupling,fitting,RECOVERY COUPLING,3,,,CARBON STEEL,API,,,,,,BLACK,,,,0.8
27380,36-1-1/4X3/4 S160 THRD 3.5 A105 NOL,fitting,reducer,1 1/4, 3/4,3.5,carbon steel,A105,,,160,,,,THD,,36-1-1/4X3/4,0.85
27381,1-1/4 Black Steel R&L Coupling,fitting,REDUCING LONG COUPLING,1 1/4,,,CARBON STEEL,,,,,,,,,,BLACK,0.8
27382,*1119 14X14X8 CS STD WELD TEE,fitting,REDUCING TEE,14,8    ,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27383,10 X 10 X 6 Carbon Steel Standard WLD Tee,fitting,REDUCING TEE,10,6    ,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27384,1-1/2 X 3/4 Carbon Steel Schedule 160 WLD Tee,fitting,REDUCING TEE,1 1/2, 3/4,,CARBON STEEL,,,,160,,,,BW,,,0.8
27385,1-1/4 X 1-1/4 X 1 Carbon Steel Standard WLD Tee,fitting,REDUCING TEE,1 1/4,1    ,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27386,2 X 1 Carbon Steel Schedule 160 WLD Tee,fitting,REDUCING TEE,2,1    ,,CARBON STEEL,,,,160,,,,,,,0.8
27387,2 X 1-1/2 Carbon Steel Schedule 160 WLD Tee,fitting,REDUCING TEE,2,1 1/2,,CARBON STEEL,,,,160,,,,BW,,,0.85
27388,20X20X10 Carbon Steel Y52 Extra Heavy WLD Tee,fitting,REDUCING TEE,20,10    ,,CARBON STEEL,,Y52,,XH,,,,,,,0.8
27389,2-1/2 X 2-1/2X2 Carbon Steel Extra Heavy WLD Tee,fitting,REDUCING TEE,2 1/2,2    ,,CARBON STEEL,,,,XH,,,,BW,,,0.8
27390,3 X 3 X 1-1/2 Carbon Steel Extra Heavy WLD Tee,fitting,REDUCING TEE,3,1 1/2,,CARBON STEEL,,,,XH,,,,,,,0.8
27391,3 X 3 X 1-1/2 Carbon Steel Standard Weld Tee,fitting,REDUCING TEE,3,1 1/2,,CARBON STEEL,,,,STD,,,BW,,,,0.8
27392,3 X 3 X 1-1/2 Carbon Steel Standard WLD Tee,fitting,REDUCING TEE,3,1 1/2,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27393,3 X 3 X 2 Carbon Steel Extra Heavy WLD Tee,fitting,REDUCING TEE,3,2    ,,CARBON STEEL,,,,XH,,,,,,,0.8
27394,3X3X2-1/2 Carbon Steel Standard WLD Tee,fitting,REDUCING TEE,3,2 1/2,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27395,4 X 4 X 2-1/2 Carbon Steel Standard WLD Tee,fitting,REDUCING TEE,4,2 1/2,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27396,5 X 5 X 4 Carbon Steel Standard WLD Tee,fitting,reducing_tee,5,4    ,,carbon steel,,,,std,,,,,,,0.8
27397,1/2-3/4 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,1/2, 3/4,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.8
27398,10 Black Carbon Steel Riser Clamp,fitting,RISER CLAMP,10,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27399,1-1/2 Black Carbon Steel Riser Clamp,fitting,RISER CLAMP,1 1/2,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27400,1-1/2 Black Riser Clamp,fitting,RISER CLAMP,1 1/2,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27401,1-1/2 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,1 1/2,,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.8
27402,1-1/4 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,1 1/4,,,CARBON STEEL,,,,,,GALVANIZED,,,,,0.8
27403,12 Black Riser Clamp,fitting,RISER CLAMP,12,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27404,16 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,16,,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.8
27405,2 Black Carbon Steel Riser Clamp,fitting,RISER CLAMP,2,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27406,2 Black Riser Clamp,fitting,RISER CLAMP,2,,,CARBON STEEL,,,,,,,BLACK,,,,0.85
27407,2 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,2,,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.8
27408,3 Black Carbon Steel Riser Clamp,fitting,RISER CLAMP,3,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27409,3 Black Riser Clamp,fitting,RISER CLAMP,3,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27410,3 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,3,,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.85
27411,3/4 Black Riser Clamp,fitting,RISER CLAMP,3/4,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27412,4 Black Carbon Steel Riser Clamp,fitting,RISER CLAMP,4,,,CARBON STEEL,,,,,,,BLACK,,,,0.85
27413,4 Black Carbon Steel Riser Clamp,fitting,RISER CLAMP,4,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27414,4 Black Riser Clamp,fitting,RISER CLAMP,4,,,CARBON STEEL,,,,,,,BLACK,,,,0.85
27415,4 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,4,,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.8
27416,6 Black Carbon Steel Riser Clamp,fitting,RISER CLAMP,6,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27417,6 Black Riser Clamp,fastener,RISER CLAMP,6,,,CARBON STEEL,,,,,,,BLACK,,,,0.8
27418,6 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,6,,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.85
27419,8 Galvanized Carbon Steel Riser Clamp,fitting,RISER CLAMP,8,,,CARBON STEEL,,,,,,,GALVANIZED,,,,0.8
27420,3 BLK CORED RND BULL PLUG,fitting,ROUND BULL PLUG,3,,,CARBON STEEL,,,,,,,,,,CORED BLACK,0.8
27421,4 BLK CORED RND BULL PLUG,fitting,ROUND BULL PLUG,4,,,CARBON STEEL,,,,,,,,,,CORED,0.8
27422,1-1/2 Black SLD A105 RND BULL PLUG,fitting,ROUND HEAD BULL PLUG,1 1/2,,,CARBON STEEL,A105,,,,,,,,,BLACK SOLID,0.9
27423,2 Black SLD A105 RND BULL PLUG,fitting,ROUND HEAD BULL PLUG,2,,,CARBON STEEL,A105,,,,,,,,,BLACK,0.9
27424,3/8 Black Round Head Thread WELDLESS EYE NUT,fastener,round_head_eye_nut,3/8,,,carbon steel,,,,,,weldless,black,threaded,,,0.85
27425,1/4 NPS CS BTN Heavy Duty Seal Fitting,fitting,seal_fitting,1/4,,,carbon steel,,,,,,,,,,heavy duty,0.8
27426,12 iron pipe size CS Slip On Painted BU Flange,flange,slip on flange,12,,,carbon steel,,,,,,,painted,,,bu,0.7
27427,10 iron pipe size CS Slip On Painted BU Flange,flange,slip_on,10,,,carbon steel,,,,,,,painted,,,BU,0.7
27428,6 iron pipe size CS Slip On Painted BU Flange,flange,slip_on,6,,,carbon steel,,,,,,,painted,,,bu,0.7
27429,1-1/2 A20 Schedule 40 SW Flange,flange,socketweld flange,1 1/2,,,carbon steel,A20,,,40,,,,sw,,,0.8
27430,3/4 Black Split Ring Hanger 3/8 B,fastener,SPLIT RING HANGER,3/4,,,CARBON STEEL,GRADE B,B,,,,,BLACK,,,8-Mar,0.85
27431,1 PLTD Steel MALE SPUD,fitting,SPUD,1,,,CARBON STEEL,,,,,,,PLATED,MALE,,,0.8
27432,1 Black Steel Square HD PLUG,fitting,SQUARE HEAD PLUG,1,,,CARBON STEEL,,,,,,,,,,BLACK,0.85
27433,1/2 Black Steel Square HD PLUG,fitting,SQUARE HEAD PLUG,1/2,,,CARBON STEEL,,,,,,,,,,BLACK,0.8
27434,1/4 Black Steel Square HD PLUG,fitting,SQUARE HEAD PLUG,1/4,,,CARBON STEEL,,,,,,,,,,BLACK,0.8
27435,1/8 Black Steel Square HD PLUG,fitting,SQUARE HEAD PLUG,1/8,,,CARBON STEEL,,,,,,,,,,BLACK,0.8
27436,1-1/2 Black Steel Square HD PLUG,fitting,SQUARE HEAD PLUG,1 1/2,,,CARBON STEEL,,,,,,,,,,BLACK,0.8
27437,3/8 Black Steel Square HD PLUG,fitting,SQUARE HEAD PLUG,3/8,,,CARBON STEEL,,,,,,,,,,BLACK,0.85
27438,3 X 3 X 1/4 CS Square TUBE,pipe,square tube,3,,,carbon steel,,,,0.25,,,,,,,0.8
27439,1-1/2 CS Extra Extra Heavy A420 Weld Short Radius 180 Elbow,fitting,SR 180 DEGREE ELBOW,1 1/2,,,CARBON STEEL,A420,,,XXH,,,,,,,0.85
27440,*1119 10 CS STD WELD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,,,STD,,,,,,,0.8
27441,*1119 12 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,12,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27442,*1119 12 CS XH WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,12,,,CARBON STEEL,,,,XH,,,,,,WELD,0.85
27443,*1119 14 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,14,,,CARBON STEEL,,,,STD,,,,,,SHORT RADIUS,0.8
27444,*1119 16 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,16,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27445,*1119 16 CS XH WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,16,,,CARBON STEEL,,,,XH,,,,,,,0.8
27446,*1119 18 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,18,,,CARBON STEEL,,,,STD,,WELD,,,,,0.8
27447,*1119 2 CS S160 WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,2,,,CARBON STEEL,,,,160,,,BW,,,,0.85
27448,*1119 2 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,2,,,CARBON STEEL,,,,STD,,,,,,,0.8
27449,*1119 2 CS XH WELD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,2,,,CARBON STEEL,,,,XH,,,WELD,,,,0.85
27450,*1119 20 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,20,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27451,*1119 24 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,24,,,CARBON STEEL,,,,STD,,WELD,,,,,0.8
27452,*1119 3 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,3,,,CARBON STEEL,,,,STD,,,,,,,0.8
27453,*1119 3 CS XH WELD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,3,,,CARBON STEEL,,,,XH,,,,,,,0.8
27454,*1119 4 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,4,,,CARBON STEEL,,,,STD,,,,,,,0.8
27455,*1119 4 CS XH WELD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,4,,,CARBON STEEL,,,,XH,,WELD,,,,,0.85
27456,*1119 5 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,5,,,CARBON STEEL,,,,STD,,,,,,,0.8
27457,*1119 6 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,6,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27458,*1119 6 CS XH WELD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,6,,,CARBON STEEL,,,,XH,,,,,,,0.85
27459,*1119 8 CS STD WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,8,,,CARBON STEEL,,,,STD,,,,,,,0.8
27460,*1119 8 CS XH WELD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,8,,,CARBON STEEL,,,,XH,,,,,,,0.8
27461,1 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1,,,CARBON STEEL,,,,XH,,,WELD,,,,0.85
27462,1 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1,,,CARBON STEEL,,,,XH,,,WELD,,,,0.85
27463,1 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1,,,CARBON STEEL,,,,STD,,,,BW,,,0.8
27464,1 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1,,,CARBON STEEL,,,,STD,,,BW,,,,0.85
27465,1 Carbon Steel WPL6 Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1,,,CARBON STEEL,WPL6,,,XH,,,BW,,,,0.9
27466,1 Carbon Steel WPL6 Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1,,,CARBON STEEL,WPL6,,,STD,,,,BW,,,0.9
27467,1 CS S160 Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1,,,CARBON STEEL,,,,160,,,WELD,BW,,,0.85
27468,10 Carbon Steel Extra Heavy Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,,,XH,,,,,,,0.85
27469,10 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,,,XH,,,,,,,0.85
27470,10 Carbon Steel S20 WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,S20,,,S20,,,WELD,,,,0.85
27471,10 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,,,STD,,,,,,,0.8
27472,10 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27473,10 Carbon Steel T80 Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,T80,,,,,WELD,,,,,0.8
27474,10 Carbon Steel WPL6 Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,WPL6,,,STD,,,,,,SHORT RADIUS,0.9
27475,10 Carbon Steel Y52 Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,Y52,,STD,,WELDED,,,,,0.85
27476,10 CS STD Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,,,STD,,,,,,,0.8
27477,10 CS XH WLD SR 90 ELL,fitting,SR 90 DEGREE ELBOW,10,,,CARBON STEEL,,,,XH,,,,,,,0.8
27478,1-1/2 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1 1/2,,,CARBON STEEL,,,,XH,,,,,,,0.85
27479,1-1/2 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1 1/2,,,CARBON STEEL,,,,XH,,,,,,,0.8
27480,1-1/2 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1 1/2,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27481,1-1/4 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1 1/4,,,CARBON STEEL,,,,XH,,,,,,,0.8
27482,1-1/4 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,1 1/4,,,CARBON STEEL,,,,STD,,,WELD,,,,0.8
27483,12 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,12,,,CARBON STEEL,,,,XH,,,,,,,0.8
27484,12 Carbon Steel Standard Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,12,,,CARBON STEEL,,,,STD,,WELD,,,,,0.85
27485,12 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,12,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
27486,12 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,12,,,CARBON STEEL,,,,STD,,,,,,,0.85
27487,12 CS STD Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,12,,,CARBON STEEL,,,,STD,,,,,,,0.8
27488,14 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,14,,,CARBON STEEL,,,,XH,,,,,,,0.8
27489,14 Carbon Steel Standard Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,14,,,CARBON STEEL,,,,STD,,,,,,,0.8
27490,14 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,14,,,CARBON STEEL,,,,STD,,,,,,,0.8
27491,14 Carbon Steel WPL6 Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,14,,,CARBON STEEL,WPL6,,,STD,,,BW,,,,0.9
27492,14 CS STD Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,14,,,CARBON STEEL,,,,STD,,,,,,,0.8
27493,16 Carbon Steel Extra Heavy Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,16,,,CARBON STEEL,,,,XH,,,,,,SHORT RADIUS,0.8
27494,16 Carbon Steel Extra Heavy WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,16,,,CARBON STEEL,,,,XH,,,,,,,0.8
27495,16 Carbon Steel Standard Weld SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,16,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.85
27496,16 Carbon Steel Standard WLD SR 90 Elbow,fitting,SR 90 DEGREE ELBOW,16,,,CARBON STEEL,,,,STD,,WELDED,,,,,0.8
